year;month;revenue
2023;7;18397275
2023;7;35170272
2023;8;21178100
2023;9;34570236
2024;7;34344170
2023;7;59563431
2023;3;39530202
2024;3;31443902
2024;2;61116224
2023;8;17383404
2024;2;8059814
2024;12;16570485
2023;3;6405921
2023;1;9001229
2023;1;4076572
2023;6;51146226
2023;10;90954276
2023;8;80443268
2024;9;55420533
2023;6;49170084
2023;9;100917575
2024;4;66237444
2024;11;44491390
2023;12;118479074
2023;6;99141555
2023;3;61027887
2023;5;44136370
2023;8;118217491
2023;1;54235158
2024;2;7879159
2024;4;52982808
2024;11;90026805
2023;9;11187148
2023;6;109121004
2023;12;36768176
2023;1;28132338
2023;4;8300466
2024;2;85551895
2024;1;44191824
2023;4;66224284
2024;11;45531498
2024;12;18059464
2023;5;23224341
2024;11;58970367
2024;6;30736248
2024;9;60116178
2024;10;19524400
2024;11;52645962
2023;3;8028722
2023;12;40730378
2023;4;58862120
2023;10;107575006
2023;11;55315263
2023;5;43842764
2023;12;99619278
2023;5;120057385
2023;2;36597658
2024;12;34540178
2023;12;33662034
2023;12;53214810
2023;3;31320170
2024;8;39055390
2024;11;6247341
2024;9;102508903
2024;11;67738100
2024;12;18616296
2024;11;11173850
2023;4;100261695
2023;9;60479776
2024;5;38291105
2024;6;18151097
2023;11;11023066
2023;3;7879481
2024;9;15542456
2024;8;14733887
2023;8;25801143
2023;12;23585955
2023;5;21949400
2024;11;22890200
2023;1;35472188
2023;8;6456929
2024;5;8463622
2024;4;118272287
2023;2;86197635
2024;5;40345555
2023;12;29485477
2023;10;25005738
2024;1;8074401
2023;2;33544210
2024;8;35255178
2024;5;12375426
2024;9;18317184
2023;4;66805268
2024;2;15253768
2024;8;121386818
2023;8;6411760
2024;1;56738628
2024;11;27907782
2024;6;64397263
2023;6;79329040
2024;10;39881072
2023;10;16664196
2023;8;17791244
2023;8;28256136
2024;3;17853194
2023;10;61998780
2023;8;36163492
2024;8;4471635
2023;6;17270261
2023;10;127471981
2023;4;4624827
2023;7;85264000
2024;12;18551108
2024;2;99754356
2024;2;23221864
2024;3;53496576
2023;12;50958519
2023;5;125299944
2024;12;6206297
2024;9;30962764
2024;11;6485967
2024;4;37169892
2023;12;40036414
2023;3;29532666
2023;12;31633228
2024;3;18219786
2024;4;27579642
2024;9;29865858
2023;6;99186190
2024;3;22453235
2023;12;44870289
2024;6;102246150
2024;9;91806220
2024;7;73251120
2023;3;87279350
2023;12;45070452
2024;1;54188260
2024;8;79952764
2023;3;5545597
2024;9;26485794
2023;2;40756106
2024;11;8095784
2024;9;19153040
2023;5;13543479
2024;2;86522915
2023;7;40404740
2023;12;39981908
2023;8;43653930
2023;12;12614032
2023;10;22087752
2023;12;39182040
2023;4;30845950
2023;5;89671620
2024;9;23668120
2024;8;136698604
2023;12;36297348
2023;8;33453482
2024;3;125068538
2024;5;31060316
2024;6;18586731
2024;1;4487954
2024;9;20356470
2024;2;24546040
2023;1;55195893
2023;4;27807495
2023;5;19999400
2023;10;25958480
2023;9;120253230
2024;6;38379615
2023;3;87889115
2024;11;8338614
2023;12;83216070
2024;10;26331111
2023;4;99811815
2023;2;17244939
2023;10;105703122
2024;2;12371592
2023;3;35152156
2023;8;23417373
2023;2;40909624
2023;1;22320512
2023;3;72129372
2023;3;80164316
2023;12;17195206
2024;4;24889800
2023;7;24465597
2024;3;33105678
2024;1;59025366
2023;3;118199094
2023;6;67576500
2023;11;58861830
2024;2;123372879
2023;4;8186388
2024;6;19777173
2023;2;12725610
2023;12;89960100
2023;6;39808125
2023;12;120229632
2023;3;13726332
2024;5;51191220
2024;1;32031548
2024;5;46490340
2024;12;9423905
2024;4;30598975
2024;12;20582995
2023;10;7694964
2023;10;101125884
2024;11;28850375
2023;12;20238850
2024;3;23828520
2023;1;102262062
2023;5;88842624
2023;10;31985992
2023;6;18375087
2024;5;35251700
2024;7;39954985
2023;1;18025560
2024;3;54279609
2023;1;15629080
2023;2;58506040
2023;1;37183512
2024;8;7620112
2024;1;55472670
2024;1;41889390
2023;7;51805734
2023;12;70654228
2023;9;51763584
2023;7;140977151
2024;6;36806766
2024;3;26425041
2023;5;17091524
2023;10;38759760
2023;8;13123602
2024;6;35871042
2024;6;9230756
2024;10;34185918
2023;7;52952199
2023;3;86793265
2024;3;17928672
2023;11;59028936
2024;10;104679337
2023;8;54964854
2024;7;53254356
2023;10;44743375
2024;9;17031348
2024;7;20338102
2024;1;101949720
2024;12;46395657
2023;3;123556013
2024;7;84763995
2024;3;26254968
2023;1;14692923
2024;8;53388354
2023;5;89560425
2023;10;15587278
2024;8;34657916
2024;11;99829110
2023;5;18099041
2023;1;61521264
2023;4;35641060
2024;5;24350655
2024;10;15291898
2023;3;78500832
2023;4;27556878
2023;4;71771400
2023;2;12442236
2024;8;9139138
2024;8;59617599
2023;4;29266876
2023;12;42343413
2023;7;26105253
2024;4;54396654
2024;10;55864655
2024;5;91399032
2023;2;8183786
2023;10;24374541
2024;7;14611101
2024;5;22808688
2024;8;18771712
2023;3;19672987
2023;10;36815088
2023;8;118911611
2023;11;9062993
2024;8;45918090
2024;3;54843069
2023;6;64352666
2024;3;24239785
2024;6;59502104
2023;7;16582408
2024;4;106975463
2023;8;89960765
2023;9;69376332
2023;4;129322830
2024;6;79866708
2024;10;16863467
2023;7;7503333
2023;8;17157402
2024;4;18614236
2023;10;61142769
2024;7;34435590
2023;5;25223540
2024;1;44346455
2024;3;39102140
2023;5;34877486
2024;4;101815512
2023;9;14018727
2024;4;42379078
2024;1;128765420
2023;8;17110812
2024;7;73878795
2023;9;67708812
2024;9;117044599
2024;5;26272158
2024;5;83041090
2023;12;143376541
2023;5;49581750
2024;8;16719282
2024;1;126620361
2023;2;34244586
2023;10;30406395
2024;2;122966436
2023;12;8337438
2023;3;92423556
2024;12;18559548
2023;4;20319982
2023;4;18425216
2023;10;40667710
2024;6;138977930
2023;11;108391003
2024;9;47567556
2023;4;5639392
2024;1;6402465
2023;1;107326746
2023;8;76279540
2024;7;38525970
2024;5;8980181
2024;3;30888082
2024;9;100548120
2024;8;70955152
2023;12;8365810
2023;12;65857309
2023;2;50437809
2024;2;34975360
2023;8;54841703
2023;8;52424556
2023;12;27861575
2024;1;9838712
2024;5;24160352
2024;2;141067934
2023;12;38094945
2023;7;138292126
2024;3;36372130
2024;10;18005943
2023;8;22041176
2024;9;33829476
2023;12;52882386
2023;10;40264952
2023;4;16696823
2024;4;11281946
2023;6;34252200
2024;12;18001870
2023;5;49217604
2023;4;60957356
2023;8;46354368
2024;8;12778660
2024;9;18508136
2024;3;4860235
2024;5;24356352
2023;8;30974118
2024;7;15285123
2024;6;26001636
2024;6;126385315
2024;5;35588724
2023;3;102543357
2024;8;18143942
2024;7;18760048
2023;8;19677903
2024;5;26302860
2023;12;103467732
2023;9;15827074
2024;6;54892494
2024;7;9336602
2023;9;102185490
2024;11;25209393
2024;9;25838022
2023;2;23667921
2023;10;44622557
2024;12;53219940
2024;8;104561702
2023;9;20061696
2023;3;45856464
2024;10;85855515
2024;7;29203026
2024;8;8866770
2024;6;87113725
2023;1;123258401
2023;3;31897180
2023;2;36253044
2024;6;16887967
2023;9;50890710
2024;12;48110412
2023;8;55077534
2024;10;45072410
2023;3;61939906
2023;8;104047643
2023;8;7734628
2023;4;52285110
2023;7;90659800
2023;12;47674032
2024;9;115823792
2023;1;8775448
2024;2;118342434
2023;8;17839712
2024;10;24862125
2024;11;89661775
2024;6;29333438
2023;12;85363510
2023;3;54012371
2023;8;6083624
2024;3;39905700
2024;3;61608168
2024;8;17951442
2023;7;33548830
2023;11;16956324
2024;4;76109850
2023;5;89204970
2024;4;25612740
2024;3;92141346
2023;8;38319840
2024;7;101057090
2023;6;50480235
2024;10;16760618
2024;8;4399787
2023;7;40307022
2023;4;25074836
2023;12;30863120
2023;11;35447774
2024;12;5533909
2023;6;39022164
2024;6;83053730
2024;5;17986384
2024;3;73165655
2024;1;122010594
2024;9;30540788
2024;12;18308745
2024;10;14998979
2023;6;108276140
2023;5;121314180
2024;11;123621512
2023;12;43788731
2023;5;5808750
2023;9;100439346
2023;1;17931372
2024;10;32317831
2023;8;24526230
2023;3;18799784
2023;11;120166146
2024;7;8234230
2023;5;18392510
2024;10;139496735
2024;3;22567308
2023;7;37138592
2024;4;30663570
2023;10;33093476
2023;9;45786150
2023;3;45834966
2023;7;122088309
2024;2;8312895
2023;6;36216998
2024;11;118321203
2023;10;47556090
2024;8;79059288
2024;6;4387990
2024;7;142636088
2023;7;107535228
2023;3;32824659
2024;6;45332343
2024;2;67884468
2024;6;22802514
2023;10;22807737
2024;1;17778309
2023;6;15118872
2024;3;9733516
2024;2;61119176
2023;1;71133068
2024;2;18142372
2023;11;45346735
2024;3;7616429
2023;4;89841852
2024;2;38182212
2023;9;18777496
2024;6;102288690
2023;2;44314715
2023;7;8141120
2023;9;33836252
2024;10;107798229
2023;9;16367692
2023;10;7950970
2023;8;37787056
2024;10;8725573
2024;10;33834330
2023;3;30205596
2023;3;15462088
2023;12;15342051
2023;8;17951091
2023;11;108314640
2023;2;108524610
2023;3;8677526
2024;3;28330170
2023;3;46218651
2023;3;29702799
2024;4;7623558
2024;3;69795848
2024;6;31412316
2024;9;17713092
2024;4;22760358
2024;11;9917338
2024;1;40527050
2024;10;30316395
2023;4;60390868
2023;2;22722240
2023;7;30146360
2024;4;54627972
2024;7;61429092
2023;10;51258468
2023;11;35139040
2024;5;23005272
2024;8;53502390
2023;10;18347790
2023;2;119605644
2024;9;29946250
2024;5;106749349
2024;9;36525752
2024;10;87207426
2024;3;17952888
2023;12;12348912
2024;5;21492020
2024;1;29338576
2023;12;101833830
2023;3;32728616
2024;7;38118695
2024;2;18424004
2024;1;8691656
2024;1;89490205
2024;7;101117020
2024;4;19281885
2023;3;29545486
2023;12;18847090
2023;12;45483816
2024;11;8543562
2024;3;38521686
2023;1;126019999
2023;7;119227362
2024;3;50947866
2023;11;86947440
2023;3;16987508
2023;8;79483784
2023;2;75870880
2024;1;53893140
2023;11;122007676
2023;2;14254629
2023;2;22965644
2023;7;38216360
2024;8;43438215
2023;9;87829745
2024;3;15254538
2023;9;84609630
2023;6;83802445
2023;12;100942614
2023;12;20261152
2023;3;121265022
2024;5;38400594
2023;12;30744973
2024;7;12791666
2023;8;18743127
2024;8;23410800
2023;2;19240530
2024;7;68888088
2023;9;25359738
2024;1;47729688
2023;9;51695607
2023;8;11975460
2024;8;85492995
2023;4;29637104
2024;4;36401864
2023;1;18241848
2023;8;72392116
2023;7;12528672
2023;7;19694875
2023;10;6264779
2023;8;119515242
2024;6;61242712
2024;5;24525690
2023;7;59956944
2024;3;14700549
2023;5;14919410
2024;1;18297332
2023;1;92195298
2023;9;107254728
2023;8;57269716
2024;10;86174845
2023;8;60555927
2024;9;52917474
2024;9;72938268
2023;9;26092485
2024;6;87788022
2023;6;14613051
2023;11;4795519
2023;3;33352686
2023;6;86607935
2023;3;34449149
2023;7;105733734
2023;9;52064034
2023;4;138513732
2023;6;60531344
2024;10;4239047
2024;12;59125892
2023;2;20371535
2023;9;33667586
2024;5;128465134
2023;10;15125920
2024;11;88510206
2023;3;59292708
2023;2;25849524
2024;2;16942388
2024;6;55307442
2024;11;60662148
2023;7;50367762
2023;1;40135682
2023;10;101753650
2023;2;60902364
2024;3;103670637
2023;9;33917436
2024;10;39487680
2023;8;101696820
2023;12;89059236
2024;7;74497890
2023;2;65582804
2024;9;83824905
2023;6;122996646
2024;5;108551778
2024;8;9348942
2023;2;4941964
2024;1;32761920
2024;9;34850780
2023;8;117943126
2023;4;28807068
2024;12;73590508
2024;11;60490388
2024;6;16254064
2024;9;29250348
2024;10;25643010
2024;11;19738008
2023;10;58988321
2023;5;61231988
2023;12;29643215
2023;5;25449720
2024;9;8724087
2023;6;57799623
2024;5;34441874
2023;12;43527757
2023;1;50694954
2023;6;17394472
2023;12;32442072
2023;5;62047825
2024;11;8146624
2023;10;120606060
2023;5;86166465
2023;9;83955830
2024;3;45793767
2024;11;26629260
2023;12;45000228
2024;6;14307921
2023;8;74149840
2024;3;124830174
2023;12;97974920
2023;5;5704317
2024;12;120527604
2023;4;17276259
2024;12;8773892
2023;8;69565076
2024;1;118769544
2023;7;100488670
2023;5;80902044
2023;12;117769806
2023;10;11981956
2024;7;37800265
2024;12;117558063
2024;1;8299010
2024;4;17521216
2023;9;44400555
2023;1;90168900
2024;3;84519045
2024;7;104990640
2024;7;5948126
2024;2;8403372
2023;10;42454328
2023;1;29591520
2023;9;100059714
2024;3;126419349
2024;10;25859151
2023;5;44053182
2023;1;7872673
2024;12;71445768
2023;5;23541625
2023;11;8124515
2024;6;12139824
2023;6;50108799
2023;1;30720146
2023;6;8123951
2023;10;4869796
2024;9;6271630
2023;2;24471525
2023;8;57330287
2024;6;16850884
2024;8;45404700
2023;5;76135840
2024;8;61257420
2023;9;60272292
2024;9;28364748
2023;11;25566474
2023;5;61907692
2024;10;101010492
2024;6;61054024
2023;2;55114850
2023;6;58506136
2023;10;86737850
2024;3;13985301
2024;12;117196667
2023;1;142548161
2023;1;15162734
2024;10;19617185
2023;9;102087535
2024;10;5593690
2024;8;123895268
2024;2;61596176
2023;4;58565940
2024;5;15435158
2023;7;25851488
2024;11;18904980
2023;10;43922352
2023;5;35402972
2023;7;50365809
2023;2;16502866
2024;7;30904936
2024;11;38943720
2024;9;39789250
2024;12;122764806
2024;10;73602604
2024;2;49778169
2024;10;32116800
2024;9;41464024
2024;1;32593472
2023;10;92833800
2023;1;126468776
2023;10;17945440
2024;8;8075892
2024;12;86321925
2023;2;39988928
2024;1;12359942
2023;10;55408611
2024;4;39920531
2024;8;43020439
2023;12;13420008
2024;11;8553619
2024;12;48681792
2024;7;86212290
2024;8;37547600
2024;4;67751824
2023;2;32844084
2024;5;143191811
2023;3;37706616
2024;1;17979001
2024;10;4678853
2023;3;7743185
2024;5;40697794
2024;7;49686768
2023;4;20129290
2024;8;30230980
2024;3;45741696
2024;2;53001270
2024;7;28237050
2023;11;56101465
2024;6;47163978
2024;2;89514054
2024;1;17440496
2024;9;6161081
2024;3;143021550
2024;10;5959503
2023;12;19545468
2023;11;52693770
2024;7;55221292
2023;7;72969608
2024;4;125908986
2024;10;35485576
2024;11;102433095
2023;7;67420784
2023;9;55326131
2023;11;59018043
2023;8;12430346
2024;8;40099507
2024;12;102472034
2024;2;25157790
2024;10;27877640
2023;10;52562880
2024;3;23522487
2024;1;37916515
2023;5;13302813
2023;3;17879783
2023;1;22932708
2024;11;101515705
2024;4;38077614
2023;7;32590668
2024;1;56488327
2024;7;36292302
2024;4;44674392
2024;10;58526934
2023;5;86406575
2024;11;33750588
2023;8;8762430
2024;5;105168469
2023;12;13006416
2024;5;16846222
2023;2;11196208
2024;3;92060448
2023;10;22786236
2024;5;32234392
2024;3;34815258
2024;3;80489264
2023;4;18004549
2024;12;37197044
2024;6;139764387
2024;10;60951028
2024;3;44393692
2023;5;84108175
2024;10;35518138
2024;9;77317815
2023;1;116778158
2023;5;72892532
2024;6;34394536
2023;7;6004663
2023;3;48756522
2023;9;92084115
2023;8;12214300
2023;12;100989732
2023;3;82531920
2023;10;16419826
2024;2;143018778
2023;6;68085596
2023;7;37527618
2023;10;61533598
2023;11;17307845
2023;8;14619333
2023;4;64152718
2024;9;17146114
2023;12;8276053
2023;12;46200453
2023;5;30930528
2023;7;24304980
2023;4;43195515
2024;5;116250638
2024;5;53047347
2024;12;127897854
2024;8;37936400
2023;11;8522762
2023;5;18190156
2024;11;4558123
2024;6;30891672
2024;12;17272634
2024;7;18189369
2023;9;57499442
2024;5;45592599
2023;11;44878140
2023;4;82858505
2024;7;54234208
2023;8;30596672
2024;5;90103965
2023;7;126811370
2023;12;89985130
2024;1;34706007
2023;11;71794984
2024;7;16141774
2024;10;12823412
2024;4;12712818
2023;1;50974968
2023;2;52379862
2024;2;34239708
2023;10;19544769
2023;8;29045340
2023;8;68556836
2024;7;101022270
2023;7;33971958
2023;11;16016634
2024;7;22699311
2023;8;60191898
2024;1;46281870
2024;1;47700828
2023;3;15099053
2023;12;55770072
2024;11;29543270
2024;5;26197374
2023;12;46433403
2023;2;21538600
2023;8;51246126
2024;9;8434298
2023;3;8792123
2023;8;40933100
2024;3;19682439
2024;3;20186535
2023;6;12079653
2024;11;66563980
2023;10;8823132
2024;1;9110052
2023;10;122148593
2023;1;125535326
2024;11;25360716
2023;6;27279225
2024;7;117969320
2024;6;18090417
2023;10;34445418
2023;1;50483013
2023;6;81316828
2023;6;22547952
2023;2;53834616
2024;2;5541476
2024;3;16647176
2023;8;104769768
2024;11;140493500
2024;3;117687198
2024;4;35793082
2024;8;36529076
2023;2;29846330
2024;10;27740286
2023;5;23155060
2023;10;92659896
2024;5;121671760
2024;7;16699052
2023;10;25223124
2023;11;142567915
2024;6;58058636
2024;10;5714892
2023;8;15406151
2024;8;102183230
2024;10;42897120
2023;10;110874504
2024;9;9192462
2023;8;14736444
2023;5;75853475
2023;6;30338399
2024;5;41419455
2024;11;98050430
2024;4;29101709
2023;12;18818312
2024;11;53450474
2023;1;29381212
2023;5;23923467
2023;5;53413002
2024;3;18027702
2023;4;101425835
2023;7;54887679
2023;5;121983126
2024;6;69057132
2024;5;61229955
2024;3;52065840
2024;10;103579546
2023;3;122849076
2023;11;16798088
2024;4;25426767
2024;7;34698012
2023;12;39566850
2024;9;17099746
2024;5;48973854
2023;11;90584675
2023;11;105515748
2023;2;48813174
2023;1;59681142
2023;2;49147272
2023;12;97822315
2023;3;30460258
2023;1;107483250
2024;10;105907152
2024;1;19678491
2023;8;25162497
2023;9;36963790
2023;10;47379530
2023;9;39986078
2023;5;35014244
2024;8;18016133
2023;6;32614680
2024;7;89922760
2023;4;18566722
2023;2;143145856
2024;9;4521505
2024;8;116314079
2023;9;26399682
2023;4;18329870
2024;4;45941700
2024;9;60831452
2023;9;20068904
2024;5;12111078
2024;9;102117218
2023;1;16275546
2023;9;32131376
2024;1;9304058
2023;5;108138674
2023;5;54559287
2023;2;11565150
2024;6;27102270
2024;7;52261530
2024;11;83692380
2024;10;59956629
2024;11;29002152
2023;11;73687308
2024;12;26462898
2023;12;99172422
2023;9;79424936
2024;9;4166252
2024;3;43615008
2023;12;122425975
2023;1;106011762
2023;12;15180321
2023;8;124569592
2023;9;26595114
2023;4;36717056
2023;1;17045723
2023;3;4114068
2023;2;31292168
2023;9;119333142
2024;9;40535830
2023;3;4206467
2024;9;18681002
2023;3;139295506
2024;8;35067130
2024;6;47490036
2023;2;25863456
2024;9;98866055
2024;9;16913781
2024;8;53861814
2023;4;8903675
2024;5;120532524
2024;11;33836044
2024;4;88970034
2024;9;24573595
2023;10;92751120
2024;11;119629170
2024;1;128349991
2024;3;8141458
2023;10;27726612
2023;7;142168663
